buildId,scenarioId,seed,result,turns,actions,hp,stamina,mana,impact,bleeds,staggers,manaSpent,completed
heavy,basic,37,victory,3,8,70,3,1,19,0,1,0,
heavy,basic,38,victory,2,7,80,0,1,19,0,1,0,
heavy,basic,39,victory,2,7,80,0,1,17,0,0,0,
heavy,basic,40,victory,2,7,67,0,1,17,0,0,0,
heavy,basic,41,victory,3,9,75,1,1,19,0,1,0,
heavy,basic,42,victory,3,9,80,4,1,19,0,1,0,
heavy,basic,43,victory,3,9,80,2,1,19,0,1,0,
heavy,basic,44,victory,3,9,75,1,1,19,0,1,0,
heavy,basic,45,victory,3,9,75,2,1,19,0,1,0,
heavy,basic,46,victory,2,7,67,0,1,17,0,0,0,
heavy,basic,47,victory,3,10,80,2,1,19,0,1,0,
heavy,basic,48,victory,2,7,80,0,1,17,0,0,0,
heavy,basic,49,victory,3,9,67,3,1,17,0,0,0,
heavy,basic,50,victory,3,9,80,4,1,19,0,1,0,
heavy,basic,51,victory,3,10,69,2,1,19,0,1,0,
heavy,basic,52,victory,3,8,67,2,1,19,0,1,0,
heavy,basic,53,victory,3,9,80,4,1,19,0,1,0,
heavy,basic,54,victory,2,7,80,0,1,19,0,1,0,
heavy,basic,55,victory,2,7,80,0,1,19,0,1,0,
heavy,basic,56,victory,3,8,80,2,1,19,0,1,0,
heavy,basic,57,victory,3,10,80,2,1,19,0,1,0,
heavy,basic,58,victory,2,7,67,0,1,19,0,1,0,
heavy,basic,59,victory,3,10,69,1,1,18,0,1,0,
heavy,basic,60,victory,3,10,75,4,1,19,0,1,0,
heavy,basic,61,victory,3,9,67,3,1,17,0,0,0,
heavy,basic,62,victory,3,10,80,2,1,19,0,1,0,
heavy,basic,63,victory,2,7,67,0,1,17,0,0,0,
heavy,basic,64,victory,3,10,80,2,1,19,0,1,0,
heavy,basic,65,victory,3,10,80,2,1,19,0,1,0,
heavy,basic,66,victory,3,10,69,2,1,19,0,1,0,
heavy,basic,67,victory,3,10,75,1,1,19,0,1,0,
heavy,basic,68,victory,3,9,75,1,1,19,0,1,0,
heavy,basic,69,victory,3,10,80,2,1,19,0,1,0,
heavy,basic,70,victory,2,7,67,0,1,19,0,1,0,
heavy,basic,71,victory,3,9,75,1,1,19,0,1,0,
heavy,basic,72,victory,2,7,67,0,1,17,0,0,0,
heavy,basic,73,victory,3,10,69,2,1,19,0,1,0,
heavy,basic,74,victory,3,8,70,3,1,19,0,1,0,
heavy,basic,75,victory,2,7,67,0,1,19,0,1,0,
heavy,basic,76,victory,2,7,80,0,1,17,0,0,0,
heavy,basic,77,victory,3,9,80,4,1,19,0,1,0,
heavy,basic,78,victory,3,10,75,3,1,19,0,1,0,
heavy,basic,79,victory,3,9,75,2,1,19,0,1,0,
heavy,basic,80,victory,3,9,80,4,1,19,0,1,0,
heavy,basic,81,victory,3,9,80,4,1,19,0,1,0,
heavy,basic,82,victory,2,7,80,0,1,17,0,0,0,
heavy,basic,83,victory,2,7,80,0,1,17,0,0,0,
heavy,basic,84,victory,2,7,80,0,1,19,0,1,0,
heavy,basic,85,victory,3,10,80,2,1,19,0,1,0,
heavy,basic,86,victory,2,7,67,0,1,17,0,0,0,
heavy,basic,87,victory,2,7,67,0,1,17,0,0,0,
heavy,basic,88,victory,3,9,80,4,1,19,0,1,0,
heavy,basic,89,victory,3,9,80,4,1,19,0,1,0,
heavy,basic,90,victory,3,9,80,4,1,19,0,1,0,
heavy,basic,91,victory,3,9,80,4,1,19,0,1,0,
heavy,basic,92,victory,2,7,67,0,1,19,0,1,0,
heavy,basic,93,victory,2,7,67,0,1,19,0,1,0,
heavy,basic,94,victory,3,10,80,0,1,19,0,1,0,
heavy,basic,95,victory,3,8,80,2,1,19,0,1,0,
heavy,basic,96,victory,3,10,69,1,1,18,0,1,0,
heavy,basic,97,victory,2,7,80,0,1,17,0,0,0,
heavy,basic,98,victory,3,9,80,3,1,19,0,1,0,
heavy,basic,99,victory,3,9,80,4,1,19,0,1,0,
heavy,basic,100,victory,2,7,80,0,1,17,0,0,0,
heavy,armored,1,victory,8,29,48,2,1,55,0,1,0,
heavy,armored,2,victory,7,24,32,2,1,54,0,1,0,
heavy,armored,3,victory,8,33,56,1,1,61,0,1,0,
heavy,armored,4,victory,7,26,64,2,1,53,0,1,0,
heavy,armored,5,victory,7,28,64,1,1,61,0,1,0,
heavy,armored,6,victory,7,24,56,2,1,53,0,1,0,
heavy,armored,7,victory,9,33,59,1,1,56,0,1,0,
heavy,armored,8,victory,8,31,67,2,1,57,0,1,0,
heavy,armored,9,victory,10,36,43,2,1,57,0,1,0,
heavy,armored,10,victory,8,29,48,1,1,57,0,1,0,
heavy,armored,11,victory,9,30,40,1,1,60,0,1,0,
heavy,armored,12,victory,8,32,63,1,1,58,0,1,0,
heavy,armored,13,victory,9,32,40,2,1,58,0,1,0,
heavy,armored,14,victory,8,31,56,1,1,54,0,1,0,
heavy,armored,15,victory,9,34,56,2,1,61,0,1,0,
heavy,armored,16,victory,8,30,56,2,1,52,0,1,0,
heavy,armored,17,victory,8,29,56,1,1,56,0,1,0,
heavy,armored,18,victory,8,34,64,1,1,57,0,1,0,
heavy,armored,19,victory,8,31,54,3,1,54,0,1,0,
heavy,armored,20,victory,8,28,24,0,1,59,0,1,0,
heavy,armored,21,victory,7,25,56,2,1,57,0,1,0,
heavy,armored,22,victory,8,29,40,2,1,58,0,1,0,
heavy,armored,23,victory,7,28,48,0,1,54,0,1,0,
heavy,armored,24,victory,8,31,61,1,1,52,0,1,0,
heavy,armored,25,victory,8,30,33,0,1,58,0,1,0,
heavy,armored,26,victory,8,31,48,2,1,58,0,1,0,
heavy,armored,27,victory,8,29,53,2,1,52,0,1,0,
heavy,armored,28,victory,7,27,53,0,1,57,0,1,0,
heavy,armored,29,victory,9,33,42,1,1,56,0,1,0,
heavy,armored,30,victory,10,38,53,2,1,59,0,1,0,
heavy,armored,31,victory,8,30,56,0,1,55,0,1,0,
heavy,armored,32,victory,8,30,48,1,1,56,0,1,0,
heavy,armored,33,victory,7,27,54,1,1,53,0,1,0,
heavy,armored,34,victory,7,26,56,0,1,55,0,1,0,
heavy,armored,35,victory,8,30,64,1,1,58,0,1,0,
heavy,armored,36,victory,9,34,56,1,1,62,0,1,0,
heavy,armored,37,victory,8,30,53,1,1,56,0,1,0,
heavy,armored,38,victory,7,29,53,1,1,54,0,1,0,
heavy,armored,39,victory,8,29,40,0,1,55,0,1,0,
heavy,armored,40,victory,8,31,56,1,1,54,0,1,0,
heavy,armored,41,victory,7,27,64,1,1,52,0,1,0,
heavy,armored,42,victory,7,27,56,0,1,60,0,1,0,
heavy,armored,43,victory,9,37,74,1,1,61,0,1,0,
heavy,armored,44,victory,8,30,48,2,1,58,0,1,0,
heavy,armored,45,victory,7,25,48,0,1,57,0,1,0,
heavy,armored,46,victory,9,35,72,2,1,58,0,1,0,
heavy,armored,47,victory,8,34,60,0,1,61,0,1,0,
heavy,armored,48,victory,7,25,40,1,1,51,0,1,0,
heavy,armored,49,victory,8,29,52,0,1,50,0,1,0,
heavy,armored,50,victory,7,27,56,1,1,53,0,1,0,
heavy,armored,51,victory,8,27,32,1,1,55,0,1,0,
heavy,armored,52,victory,9,32,35,1,1,56,0,1,0,
heavy,armored,53,victory,8,33,72,0,1,59,0,1,0,
heavy,armored,54,victory,7,26,56,0,1,57,0,1,0,
heavy,armored,55,victory,8,31,56,2,1,61,0,1,0,
heavy,armored,56,victory,8,27,32,1,1,56,0,1,0,
heavy,armored,57,victory,8,31,34,1,1,56,0,1,0,
heavy,armored,58,victory,9,32,37,2,1,56,0,1,0,
heavy,armored,59,victory,9,35,60,1,1,57,0,1,0,
heavy,armored,60,victory,10,35,48,0,1,58,0,1,0,
heavy,armored,61,victory,7,27,40,0,1,55,0,1,0,
heavy,armored,62,victory,8,31,48,2,1,56,0,1,0,
heavy,armored,63,victory,8,29,41,0,1,59,0,1,0,
heavy,armored,64,victory,7,26,56,0,1,52,0,1,0,
heavy,armored,65,victory,9,32,54,1,1,56,0,1,0,
heavy,armored,66,victory,10,38,52,1,1,62,0,1,0,
heavy,armored,67,victory,7,26,48,1,1,55,0,1,0,
heavy,armored,68,victory,9,32,40,1,1,56,0,1,0,
heavy,armored,69,victory,8,31,64,2,1,56,0,1,0,
heavy,armored,70,victory,8,31,56,2,1,59,0,1,0,
heavy,armored,71,victory,9,34,64,3,1,58,0,1,0,
heavy,armored,72,victory,9,35,51,1,1,58,0,1,0,
heavy,armored,73,victory,10,38,52,1,1,61,0,1,0,
heavy,armored,74,victory,9,32,47,1,1,54,0,1,0,
heavy,armored,75,victory,7,24,40,0,1,50,0,1,0,
heavy,armored,76,victory,8,31,56,0,1,57,0,1,0,
heavy,armored,77,victory,8,29,40,2,1,56,0,1,0,
heavy,armored,78,victory,8,31,64,1,1,58,0,1,0,
heavy,armored,79,victory,8,28,31,1,1,56,0,1,0,
heavy,armored,80,victory,9,33,56,2,1,59,0,1,0,
heavy,armored,81,victory,10,40,61,2,1,58,0,1,0,
heavy,armored,82,victory,8,28,48,1,1,56,0,1,0,
heavy,armored,83,victory,8,29,32,2,1,53,0,1,0,
heavy,armored,84,victory,7,27,56,1,1,56,0,1,0,
heavy,armored,85,victory,7,27,64,0,1,57,0,1,0,
heavy,armored,86,victory,8,33,64,2,1,58,0,1,0,
heavy,armored,87,victory,8,30,63,1,1,54,0,1,0,
heavy,armored,88,victory,9,36,72,1,1,58,0,1,0,
heavy,armored,89,victory,7,28,48,0,1,57,0,1,0,
heavy,armored,90,victory,8,30,72,0,1,57,0,1,0,
heavy,armored,91,victory,8,31,40,0,1,56,0,1,0,
heavy,armored,92,victory,8,27,32,0,1,51,0,1,0,
heavy,armored,93,victory,9,33,39,0,1,60,0,1,0,
heavy,armored,94,victory,10,39,68,2,1,58,0,1,0,
heavy,armored,95,victory,7,25,35,1,1,56,0,1,0,
heavy,armored,96,victory,8,32,68,3,1,54,0,1,0,
heavy,armored,97,victory,7,26,37,1,1,52,0,1,0,
heavy,armored,98,victory,9,35,64,2,1,61,0,1,0,
heavy,armored,99,victory,8,29,44,2,1,61,0,1,0,
heavy,armored,100,victory,8,32,64,1,1,59,0,1,0,
heavy,group,1,victory,4,13,61,1,1,16,0,0,0,
heavy,group,2,victory,4,13,59,4,1,21,0,0,0,
heavy,group,3,victory,3,10,60,0,1,19,0,0,0,
heavy,group,4,victory,3,10,53,1,1,26,0,0,0,
heavy,group,5,victory,4,13,59,4,1,21,0,0,0,
heavy,group,6,victory,3,10,60,0,1,21,0,0,0,
heavy,group,7,victory,4,14,59,1,1,23,0,0,0,
heavy,group,8,victory,3,10,59,0,1,21,0,0,0,
heavy,group,9,victory,4,13,59,2,1,21,0,0,0,
heavy,group,10,victory,4,14,60,4,1,21,0,0,0,
heavy,group,11,victory,4,13,59,2,1,21,0,0,0,
heavy,group,12,victory,3,10,59,1,1,21,0,0,0,
heavy,group,13,victory,3,10,52,2,1,19,0,0,0,
heavy,group,14,victory,3,10,59,0,1,19,0,0,0,
heavy,group,15,victory,4,14,59,1,1,21,0,0,0,
heavy,group,16,victory,3,10,59,0,1,21,0,0,0,
heavy,group,17,victory,3,10,59,1,1,21,0,0,0,
heavy,group,18,victory,3,9,53,2,1,21,0,0,0,
heavy,group,19,victory,4,12,60,1,1,21,0,0,0,
heavy,group,20,victory,3,9,52,2,1,21,0,0,0,
heavy,group,21,victory,4,14,60,4,1,23,0,0,0,
heavy,group,22,victory,4,14,59,4,1,21,0,0,0,
heavy,group,23,victory,4,13,53,4,1,21,0,0,0,
heavy,group,24,victory,3,10,59,0,1,21,0,0,0,
heavy,group,25,victory,3,10,59,1,1,21,0,0,0,
heavy,group,26,victory,3,10,59,0,1,19,0,0,0,
heavy,group,27,victory,3,10,59,0,1,21,0,0,0,
heavy,group,28,victory,3,10,60,0,1,19,0,0,0,
heavy,group,29,victory,3,10,59,0,1,21,0,0,0,
heavy,group,30,victory,3,10,60,0,1,19,0,0,0,
heavy,group,31,victory,3,10,59,0,1,19,0,0,0,
heavy,group,32,victory,4,13,59,2,1,21,0,0,0,
heavy,group,33,victory,4,13,60,1,1,18,0,0,0,
heavy,group,34,victory,3,11,57,1,1,20,0,0,0,
heavy,group,35,victory,4,12,60,1,1,19,0,0,0,
heavy,group,36,victory,4,14,60,2,1,23,0,0,0,
heavy,group,37,victory,3,10,59,0,1,19,0,0,0,
heavy,group,38,victory,4,14,59,2,1,23,0,0,0,
heavy,group,39,victory,4,13,59,4,1,21,0,0,0,
heavy,group,40,victory,3,10,59,0,1,21,0,0,0,
heavy,group,41,victory,3,9,53,2,1,21,0,0,0,
heavy,group,42,victory,3,10,59,0,1,19,0,0,0,
heavy,group,43,victory,4,13,52,2,1,26,0,0,0,
heavy,group,44,victory,3,10,59,0,1,19,0,0,0,
heavy,group,45,victory,3,10,60,0,1,21,0,0,0,
heavy,group,46,victory,4,13,59,2,1,21,0,0,0,
heavy,group,47,victory,3,11,60,1,1,23,0,0,0,
heavy,group,48,victory,3,10,59,1,1,21,0,0,0,
heavy,group,49,victory,4,12,59,1,1,19,0,0,0,
heavy,group,50,victory,4,14,52,0,1,26,0,0,0,
heavy,group,51,victory,4,12,59,3,1,14,0,0,0,
heavy,group,52,victory,4,12,59,1,1,17,0,0,0,
heavy,group,53,victory,4,13,52,2,1,26,0,0,0,
heavy,group,54,victory,3,10,59,0,1,21,0,0,0,
heavy,group,55,victory,3,10,59,0,1,21,0,0,0,
heavy,group,56,victory,4,15,66,0,1,19,0,0,0,
heavy,group,57,victory,4,13,60,1,1,18,0,0,0,
heavy,group,58,victory,4,12,52,2,1,23,0,0,0,
heavy,group,59,victory,3,11,60,1,1,23,0,0,0,
heavy,group,60,victory,4,13,60,2,1,23,0,0,0,
heavy,group,61,victory,3,11,60,1,1,21,0,0,0,
heavy,group,62,victory,3,10,60,0,1,21,0,0,0,
heavy,group,63,victory,3,10,59,1,1,21,0,0,0,
heavy,group,64,victory,3,10,60,0,1,21,0,0,0,
heavy,group,65,victory,4,15,65,0,1,16,0,0,0,
heavy,group,66,victory,4,12,59,3,1,14,0,0,0,
heavy,group,67,victory,4,13,52,2,1,24,0,0,0,
heavy,group,68,victory,4,13,53,0,1,26,0,0,0,
heavy,group,69,victory,3,10,60,0,1,19,0,0,0,
heavy,group,70,victory,3,10,59,0,1,21,0,0,0,
heavy,group,71,victory,3,10,59,0,1,19,0,0,0,
heavy,group,72,victory,3,10,59,1,1,21,0,0,0,
heavy,group,73,victory,4,12,59,1,1,14,0,0,0,
heavy,group,74,victory,4,14,59,4,1,21,0,0,0,
heavy,group,75,victory,4,14,59,2,1,26,0,0,0,
heavy,group,76,victory,3,10,59,1,1,21,0,0,0,
heavy,group,77,victory,4,12,59,1,1,14,0,0,0,
heavy,group,78,victory,3,10,59,0,1,19,0,0,0,
heavy,group,79,victory,3,10,60,0,1,21,0,0,0,
heavy,group,80,victory,4,13,60,2,1,21,0,0,0,
heavy,group,81,victory,3,10,52,2,1,21,0,0,0,
heavy,group,82,victory,3,10,59,0,1,21,0,0,0,
heavy,group,83,victory,4,13,59,4,1,21,0,0,0,
heavy,group,84,victory,4,12,59,1,1,21,0,0,0,
heavy,group,85,victory,3,10,60,0,1,21,0,0,0,
heavy,group,86,victory,3,10,59,1,1,21,0,0,0,
heavy,group,87,victory,3,10,59,0,1,21,0,0,0,
heavy,group,88,victory,3,11,52,1,1,26,0,0,0,
heavy,group,89,victory,4,12,59,3,1,14,0,0,0,
heavy,group,90,victory,4,13,60,2,1,21,0,0,0,
heavy,group,91,victory,3,11,60,1,1,21,0,0,0,
heavy,group,92,victory,3,10,59,0,1,21,0,0,0,
heavy,group,93,victory,4,13,59,2,1,23,0,0,0,
heavy,group,94,victory,4,12,59,1,1,19,0,0,0,
heavy,group,95,victory,3,10,59,0,1,21,0,0,0,
heavy,group,96,victory,3,10,60,0,1,21,0,0,0,
heavy,group,97,victory,3,10,59,1,1,21,0,0,0,
heavy,group,98,victory,4,14,57,4,1,20,0,0,0,
heavy,group,99,victory,3,10,60,0,1,21,0,0,0,
heavy,group,100,victory,3,10,59,1,1,21,0,0,0,
heavy,resistant,1,victory,3,11,67,1,1,23,0,1,0,
heavy,resistant,2,victory,3,9,65,1,1,21,0,0,0,
heavy,resistant,3,victory,3,10,73,2,1,23,0,1,0,
heavy,resistant,4,victory,3,11,73,1,1,26,0,1,0,
heavy,resistant,5,victory,3,9,65,1,1,21,0,0,0,
heavy,resistant,6,victory,4,12,73,5,1,23,0,1,0,
heavy,resistant,7,victory,3,9,65,1,1,21,0,0,0,
heavy,resistant,8,victory,3,9,65,1,1,21,0,0,0,
heavy,resistant,9,victory,3,9,65,1,1,21,0,0,0,
heavy,resistant,10,victory,4,14,80,3,1,23,0,1,0,
heavy,resistant,11,victory,3,10,73,1,1,23,0,1,0,
heavy,resistant,12,victory,3,9,65,1,1,21,0,0,0,
heavy,resistant,13,victory,3,11,73,1,1,26,0,1,0,
heavy,resistant,14,victory,3,10,73,0,1,23,0,1,0,
heavy,resistant,15,victory,3,11,73,4,1,23,0,1,0,
heavy,resistant,16,victory,3,9,65,1,1,21,0,0,0,
heavy,resistant,17,victory,3,10,65,2,1,26,0,1,0,
heavy,resistant,18,victory,3,11,73,1,1,26,0,1,0,
heavy,resistant,19,victory,4,13,67,4,1,22,0,1,0,
heavy,resistant,20,victory,3,9,65,1,1,23,0,1,0,
heavy,resistant,21,victory,3,10,73,0,1,26,0,1,0,
heavy,resistant,22,victory,3,10,73,0,1,23,0,1,0,
heavy,resistant,23,victory,3,10,73,0,1,26,0,1,0,
heavy,resistant,24,victory,3,9,65,1,1,21,0,0,0,
heavy,resistant,25,victory,3,9,65,1,1,21,0,0,0,
heavy,resistant,26,victory,3,10,73,1,1,23,0,1,0,
heavy,resistant,27,victory,3,9,65,1,1,21,0,0,0,
heavy,resistant,28,victory,3,10,73,0,1,26,0,1,0,
heavy,resistant,29,victory,3,9,65,1,1,21,0,0,0,
heavy,resistant,30,victory,4,14,65,1,1,21,0,0,0,
heavy,resistant,31,victory,3,10,73,0,1,23,0,1,0,
heavy,resistant,32,victory,3,10,73,2,1,23,0,1,0,
heavy,resistant,33,victory,3,11,67,1,1,23,0,1,0,
heavy,resistant,34,victory,3,12,73,1,1,23,0,1,0,
heavy,resistant,35,victory,3,12,73,1,1,23,0,1,0,
heavy,resistant,36,victory,3,11,73,2,1,26,0,1,0,
heavy,resistant,37,victory,3,10,63,1,1,26,0,1,0,
heavy,resistant,38,victory,3,9,65,1,1,21,0,0,0,
heavy,resistant,39,victory,3,9,65,1,1,21,0,0,0,
heavy,resistant,40,victory,3,9,65,1,1,21,0,0,0,
heavy,resistant,41,victory,3,10,73,0,1,23,0,1,0,
heavy,resistant,42,victory,3,10,73,0,1,26,0,1,0,
heavy,resistant,43,victory,4,14,73,2,1,26,0,1,0,
heavy,resistant,44,victory,3,10,73,1,1,23,0,1,0,
heavy,resistant,45,victory,4,12,73,5,1,23,0,1,0,
heavy,resistant,46,victory,3,9,65,1,1,21,0,0,0,
heavy,resistant,47,victory,3,12,73,1,1,23,0,1,0,
heavy,resistant,48,victory,3,9,65,1,1,21,0,0,0,
heavy,resistant,49,victory,4,14,65,1,1,21,0,0,0,
heavy,resistant,50,victory,3,11,73,4,1,23,0,1,0,
heavy,resistant,51,victory,3,11,67,2,1,23,0,1,0,
heavy,resistant,52,victory,3,9,65,0,1,26,0,1,0,
heavy,resistant,53,victory,3,11,73,2,1,26,0,1,0,
heavy,resistant,54,victory,3,9,65,1,1,21,0,0,0,
heavy,resistant,55,victory,3,9,65,1,1,21,0,0,0,
heavy,resistant,56,victory,3,9,65,0,1,26,0,1,0,
heavy,resistant,57,victory,3,11,67,1,1,23,0,1,0,
heavy,resistant,58,victory,3,9,65,1,1,21,0,0,0,
heavy,resistant,59,victory,4,12,67,2,1,22,0,1,0,
heavy,resistant,60,victory,3,11,73,4,1,23,0,1,0,
heavy,resistant,61,victory,3,10,65,3,1,21,0,0,0,
heavy,resistant,62,victory,3,11,73,2,1,26,0,1,0,
heavy,resistant,63,victory,3,9,65,1,1,21,0,0,0,
heavy,resistant,64,victory,3,11,73,2,1,26,0,1,0,
heavy,resistant,65,victory,3,11,67,1,1,23,0,1,0,
heavy,resistant,66,victory,3,11,67,2,1,23,0,1,0,
heavy,resistant,67,victory,4,14,73,2,1,26,0,1,0,
heavy,resistant,68,victory,3,10,73,0,1,23,0,1,0,
heavy,resistant,69,victory,3,11,73,2,1,26,0,1,0,
heavy,resistant,70,victory,3,9,65,1,1,21,0,0,0,
heavy,resistant,71,victory,4,11,73,2,1,23,0,1,0,
heavy,resistant,72,victory,3,9,65,1,1,21,0,0,0,
heavy,resistant,73,victory,4,12,67,3,1,23,0,1,0,
heavy,resistant,74,victory,3,10,63,1,1,26,0,1,0,
heavy,resistant,75,victory,3,9,65,1,1,21,0,0,0,
heavy,resistant,76,victory,3,9,65,1,1,21,0,0,0,
heavy,resistant,77,victory,3,10,65,2,1,26,0,1,0,
heavy,resistant,78,victory,3,11,73,1,1,26,0,1,0,
heavy,resistant,79,victory,3,10,73,2,1,23,0,1,0,
heavy,resistant,80,victory,3,10,73,0,1,26,0,1,0,
heavy,resistant,81,victory,3,12,73,1,1,23,0,1,0,
heavy,resistant,82,victory,3,9,65,1,1,21,0,0,0,
heavy,resistant,83,victory,3,9,65,1,1,21,0,0,0,
heavy,resistant,84,victory,3,9,65,1,1,21,0,0,0,
heavy,resistant,85,victory,3,11,73,2,1,26,0,1,0,
heavy,resistant,86,victory,3,9,65,0,1,21,0,0,0,
heavy,resistant,87,victory,3,9,65,1,1,21,0,0,0,
heavy,resistant,88,victory,3,11,73,2,1,26,0,1,0,
heavy,resistant,89,victory,3,10,65,2,1,26,0,1,0,
heavy,resistant,90,victory,3,10,73,2,1,23,0,1,0,
heavy,resistant,91,victory,3,10,73,0,1,26,0,1,0,
heavy,resistant,92,victory,3,9,65,1,1,21,0,0,0,
heavy,resistant,93,victory,3,9,65,1,1,21,0,0,0,
heavy,resistant,94,victory,4,13,67,3,1,26,0,1,0,
heavy,resistant,95,victory,3,9,65,0,1,26,0,1,0,
heavy,resistant,96,victory,4,12,67,2,1,22,0,1,0,
heavy,resistant,97,victory,3,9,65,1,1,21,0,0,0,
heavy,resistant,98,victory,4,15,73,0,1,26,0,1,0,
heavy,resistant,99,victory,3,10,65,2,1,26,0,1,0,
heavy,resistant,100,victory,3,9,65,1,1,21,0,0,0,
heavy,boss,1,victory,8,28,1,1,1,65,0,1,0,
heavy,boss,2,victory,8,29,25,1,1,62,0,1,0,
heavy,boss,3,victory,9,33,12,1,1,71,0,1,0,
heavy,boss,4,victory,7,27,33,1,1,63,0,1,0,
heavy,boss,5,victory,8,28,4,0,1,67,0,1,0,
heavy,boss,6,victory,8,29,20,1,1,67,0,1,0,
heavy,boss,7,victory,8,31,4,0,1,71,0,1,0,
heavy,boss,8,defeat,7,26,0,0,1,62,0,1,0,
heavy,boss,9,victory,7,26,25,0,1,60,0,1,0,
heavy,boss,10,victory,7,27,36,0,1,65,0,1,0,
heavy,boss,11,victory,9,31,12,2,1,64,0,1,0,
heavy,boss,12,victory,7,25,12,1,1,67,0,1,0,
heavy,boss,13,victory,9,35,36,0,1,62,0,1,0,
heavy,boss,14,victory,7,25,20,0,1,63,0,1,0,
heavy,boss,15,victory,9,34,7,1,1,71,0,1,0,
heavy,boss,16,victory,8,30,28,0,1,65,0,1,0,
heavy,boss,17,victory,8,31,29,1,1,69,0,1,0,
heavy,boss,18,victory,8,32,41,0,1,72,0,1,0,
heavy,boss,19,victory,9,34,28,0,1,68,0,1,0,
heavy,boss,20,victory,8,27,12,2,1,60,0,1,0,
heavy,boss,21,victory,7,25,20,0,1,68,0,1,0,
heavy,boss,22,victory,8,28,12,1,1,64,0,1,0,
heavy,boss,23,victory,8,30,7,0,1,72,0,1,0,
heavy,boss,24,victory,8,29,17,1,1,66,0,1,0,
heavy,boss,25,victory,7,24,12,0,1,61,0,1,0,
heavy,boss,26,victory,8,30,13,2,1,69,0,1,0,
heavy,boss,27,defeat,8,29,0,1,1,65,0,1,0,
heavy,boss,28,defeat,7,27,0,0,1,63,0,1,0,
heavy,boss,29,victory,8,27,4,2,1,62,0,1,0,
heavy,boss,30,victory,9,34,26,1,1,67,0,1,0,
heavy,boss,31,victory,8,29,20,2,1,64,0,1,0,
heavy,boss,32,victory,8,28,20,0,1,64,0,1,0,
heavy,boss,33,victory,8,28,1,1,1,65,0,1,0,
heavy,boss,34,victory,9,34,18,2,1,66,0,1,0,
heavy,boss,35,victory,9,32,12,2,1,66,0,1,0,
heavy,boss,36,victory,9,35,18,1,1,71,0,1,0,
heavy,boss,37,victory,10,37,21,1,1,68,0,1,0,
heavy,boss,38,victory,8,28,4,2,1,62,0,1,0,
heavy,boss,39,victory,8,28,7,2,1,67,0,1,0,
heavy,boss,40,defeat,6,21,0,0,1,56,0,1,0,
heavy,boss,41,victory,9,32,12,2,1,61,0,1,0,
heavy,boss,42,victory,8,30,28,2,1,69,0,1,0,
heavy,boss,43,victory,9,33,33,1,1,69,0,1,0,
heavy,boss,44,victory,9,35,15,0,1,66,0,1,0,
heavy,boss,45,victory,9,32,28,0,1,64,0,1,0,
heavy,boss,46,victory,8,30,25,1,1,62,0,1,0,
heavy,boss,47,victory,9,35,5,1,1,71,0,1,0,
heavy,boss,48,victory,8,29,17,1,1,63,0,1,0,
